season,week,type,home_team,away_team,home_score,away_score,total,game_id
2013,14,reg,BAL,MIN,29,26,55,2013120800
2013,14,reg,GB,ATL,22,21,43,2013120813
2013,14,reg,TB,BUF,27,6,33,2013120807
2013,14,reg,PIT,MIA,28,34,62,2013120806
2013,14,reg,PHI,DET,34,20,54,2013120805
2013,14,reg,DEN,TEN,51,28,79,2013120809
2013,14,reg,ARI,STL,30,10,40,2013120810
2013,14,reg,SF,SEA,19,17,36,2013120812
2013,14,reg,SD,NYG,37,14,51,2013120811
2013,14,reg,NO,CAR,31,13,44,2013120804
2013,14,reg,CHI,DAL,45,28,73,2013120900
2013,15,reg,DEN,SD,20,27,47,2013121200
2013,15,reg,ATL,WAS,27,26,53,2013121500
2013,15,reg,TB,SF,14,33,47,2013121508
2013,15,reg,NYG,SEA,0,23,23,2013121506
2013,15,reg,MIN,PHI,48,30,78,2013121505
2013,15,reg,MIA,NE,24,20,44,2013121504
2013,15,reg,JAC,BUF,20,27,47,2013121503
2013,15,reg,IND,HOU,25,3,28,2013121502
2013,15,reg,CLE,CHI,31,38,69,2013121501
2013,15,reg,OAK,KC,31,56,87,2013121511
2013,15,reg,CAR,NYJ,30,20,50,2013121510
2013,15,reg,DAL,GB,36,37,73,2013121512
2013,15,reg,TEN,ARI,34,37,71,2013121509
2013,15,reg,STL,NO,27,16,43,2013121507
2013,15,reg,PIT,CIN,30,20,50,2013121513
2013,15,reg,DET,BAL,16,18,34,2013121600
2013,16,reg,BUF,MIA,19,0,19,2013122200
2013,16,reg,CAR,NO,17,13,30,2013122201
2013,16,reg,CIN,MIN,42,14,56,2013122202
2013,16,reg,HOU,DEN,13,37,50,2013122203
2013,16,reg,JAC,TEN,16,20,36,2013122204
2013,16,reg,KC,IND,7,23,30,2013122205
2013,16,reg,WAS,DAL,23,24,47,2013122209
2013,16,reg,NYJ,CLE,24,13,37,2013122206
2013,16,reg,STL,TB,23,13,36,2013122208
2013,16,reg,SEA,ARI,10,17,27,2013122211
2013,16,reg,DET,NYG,20,23,43,2013122210
2013,16,reg,BAL,NE,7,41,48,2013122214
2013,16,reg,SD,OAK,26,13,39,2013122213
2013,16,reg,GB,PIT,31,38,69,2013122212
2013,16,reg,PHI,CHI,54,11,65,2013122207
2013,16,reg,SF,ATL,34,24,58,2013122300
2013,17,reg,PIT,CLE,20,7,27,2013122910
2013,17,reg,NYG,WAS,20,6,26,2013122909
2013,17,reg,CIN,BAL,34,17,51,2013122902
2013,17,reg,TEN,HOU,16,10,26,2013122911
2013,17,reg,IND,JAC,30,10,40,2013122904
2013,17,reg,MIA,NYJ,7,20,27,2013122905
2013,17,reg,MIN,DET,14,13,27,2013122906
2013,17,reg,ATL,CAR,20,21,41,2013122900
2013,17,reg,NO,TB,42,17,59,2013122908
2013,17,reg,NE,BUF,34,20,54,2013122907
2013,17,reg,SEA,STL,27,9,36,2013122915
2013,17,reg,CHI,GB,28,33,61,2013122901
2013,17,reg,ARI,SF,20,23,43,2013122912
2013,17,reg,OAK,DEN,14,34,48,2013122913
2013,17,reg,SD,KC,27,24,51,2013122914
2013,17,reg,DAL,PHI,22,24,46,2013122903
2013,18,post,IND,KC,45,44,89,2014010400
2013,18,post,PHI,NO,24,26,50,2014010401
2013,18,post,CIN,SD,10,27,37,2014010500
2013,18,post,GB,SF,20,23,43,2014010501
2013,18,post,SEA,NO,23,15,38,2014011100
2013,18,post,NE,IND,43,22,65,2014011101
2013,18,post,CAR,SF,10,23,33,2014011200
2013,18,post,DEN,SD,24,17,41,2014011201
2013,18,post,DEN,NE,26,16,42,2014011900
2013,18,post,SEA,SF,23,17,40,2014011901
2013,18,post,SAN,RIC,21,22,43,2014012600
2013,18,post,DEN,SEA,8,43,51,2014020200
2014,1,reg,SEA,GB,36,16,52,2014090400
2014,1,reg,ATL,NO,37,34,71,2014090700
2014,1,reg,STL,MIN,6,34,40,2014090709
2014,1,reg,PIT,CLE,30,27,57,2014090708
2014,1,reg,PHI,JAC,34,17,51,2014090707
2014,1,reg,NYJ,OAK,19,14,33,2014090706
2014,1,reg,BAL,CIN,16,23,39,2014090701
2014,1,reg,CHI,BUF,20,23,43,2014090702
2014,1,reg,HOU,WAS,17,6,23,2014090703
2014,1,reg,KC,TEN,10,26,36,2014090704
2014,1,reg,MIA,NE,33,20,53,2014090705
2014,1,reg,TB,CAR,14,20,34,2014090711
2014,1,reg,DAL,SF,17,28,45,2014090710
2014,1,reg,DEN,IND,31,24,55,2014090712
2014,1,reg,DET,NYG,35,14,49,2014090800
2014,1,reg,ARI,SD,18,17,35,2014090801
2014,2,reg,BAL,PIT,26,6,32,2014091100
2014,2,reg,BUF,MIA,29,10,39,2014091400
2014,2,reg,WAS,JAC,41,10,51,2014091407
2014,2,reg,TEN,DAL,10,26,36,2014091406
2014,2,reg,NYG,ARI,14,25,39,2014091405
2014,2,reg,MIN,NE,7,30,37,2014091404
2014,2,reg,CLE,NO,26,24,50,2014091403
2014,2,reg,CIN,ATL,24,10,34,2014091402
2014,2,reg,CAR,DET,24,7,31,2014091401
2014,2,reg,TB,STL,17,19,36,2014091409
2014,2,reg,SD,SEA,30,21,51,2014091408
2014,2,reg,OAK,HOU,14,30,44,2014091412
2014,2,reg,GB,NYJ,31,24,55,2014091411
2014,2,reg,DEN,KC,24,17,41,2014091410
2014,2,reg,SF,CHI,20,28,48,2014091413
2014,2,reg,IND,PHI,27,30,57,2014091500
2014,3,reg,ATL,TB,56,14,70,2014091800
2014,3,reg,BUF,SD,10,22,32,2014092100
2014,3,reg,STL,DAL,31,34,65,2014092109
2014,3,reg,PHI,WAS,37,34,71,2014092108
2014,3,reg,NYG,HOU,30,17,47,2014092107
2014,3,reg,NO,MIN,20,9,29,2014092106
2014,3,reg,CIN,TEN,33,7,40,2014092101
2014,3,reg,CLE,BAL,21,23,44,2014092102
2014,3,reg,DET,GB,19,7,26,2014092103
2014,3,reg,JAC,IND,17,44,61,2014092104
2014,3,reg,NE,OAK,16,9,25,2014092105
2014,3,reg,ARI,SF,23,14,37,2014092110
2014,3,reg,SEA,DEN,26,20,46,2014092112
2014,3,reg,MIA,KC,15,34,49,2014092111
2014,3,reg,CAR,PIT,19,37,56,2014092113
2014,3,reg,NYJ,CHI,19,27,46,2014092200
2014,4,reg,WAS,NYG,14,45,59,2014092500
2014,4,reg,CHI,GB,17,38,55,2014092801
2014,4,reg,HOU,BUF,23,17,40,2014092802
2014,4,reg,IND,TEN,41,17,58,2014092803
2014,4,reg,BAL,CAR,38,10,48,2014092800
2014,4,reg,NYJ,DET,17,24,41,2014092805
2014,4,reg,PIT,TB,24,27,51,2014092807
2014,4,reg,OAK,MIA,14,38,52,2014092806
2014,4,reg,SD,JAC,33,14,47,2014092808
2014,4,reg,SF,PHI,26,21,47,2014092809
2014,4,reg,MIN,ATL,41,28,69,2014092804
2014,4,reg,DAL,NO,38,17,55,2014092810
2014,4,reg,KC,NE,41,14,55,2014092900
2014,5,reg,GB,MIN,42,10,52,2014100200
2014,5,reg,CAR,CHI,31,24,55,2014100500
2014,5,reg,TEN,CLE,28,29,57,2014100508
2014,5,reg,PHI,STL,34,28,62,2014100507
2014,5,reg,NYG,ATL,30,20,50,2014100506
2014,5,reg,NO,TB,37,31,68,2014100505
2014,5,reg,DAL,HOU,20,17,37,2014100501
2014,5,reg,DET,BUF,14,17,31,2014100502
2014,5,reg,IND,BAL,20,13,33,2014100503
2014,5,reg,JAC,PIT,9,17,26,2014100504
2014,5,reg,DEN,ARI,41,20,61,2014100509
2014,5,reg,SF,KC,22,17,39,2014100511
2014,5,reg,SD,NYJ,31,0,31,2014100510
2014,5,reg,NE,CIN,43,17,60,2014100512
2014,5,reg,WAS,SEA,17,27,44,2014100600
2014,6,reg,HOU,IND,28,33,61,2014100900
2014,6,reg,CLE,PIT,31,10,41,2014101203
2014,6,reg,BUF,NE,22,37,59,2014101201
2014,6,reg,CIN,CAR,37,37,74,2014101202
2014,6,reg,TEN,JAC,16,14,30,2014101208
2014,6,reg,MIA,GB,24,27,51,2014101204
2014,6,reg,MIN,DET,3,17,20,2014101205
2014,6,reg,NYJ,DEN,17,31,48,2014101206
2014,6,reg,TB,BAL,17,48,65,2014101207
2014,6,reg,OAK,SD,28,31,59,2014101209
2014,6,reg,ATL,CHI,13,27,40,2014101200
2014,6,reg,SEA,DAL,23,30,53,2014101211
2014,6,reg,ARI,WAS,30,20,50,2014101210
2014,6,reg,PHI,NYG,27,0,27,2014101212
2014,6,reg,STL,SF,17,31,48,2014101300
2014,7,reg,NE,NYJ,27,25,52,2014101600
2014,7,reg,BAL,ATL,29,7,36,2014101900
2014,7,reg,WAS,TEN,19,17,36,2014101908
2014,7,reg,STL,SEA,28,26,54,2014101907
2014,7,reg,JAC,CLE,24,6,30,2014101906
2014,7,reg,IND,CIN,27,0,27,2014101905
2014,7,reg,BUF,MIN,17,16,33,2014101901
2014,7,reg,CHI,MIA,14,27,41,2014101902
2014,7,reg,DET,NO,24,23,47,2014101903
2014,7,reg,GB,CAR,38,17,55,2014101904
2014,7,reg,SD,KC,20,23,43,2014101909
2014,7,reg,OAK,ARI,13,24,37,2014101911
2014,7,reg,DAL,NYG,31,21,52,2014101910
2014,7,reg,DEN,SF,42,17,59,2014101912
2014,7,reg,PIT,HOU,30,23,53,2014102000
2014,8,reg,DEN,SD,35,21,56,2014102300
2014,8,reg,ATL,DET,21,22,43,2014102600
2014,8,reg,TB,MIN,13,19,32,2014102607
2014,8,reg,NYJ,BUF,23,43,66,2014102606
2014,8,reg,NE,CHI,51,23,74,2014102605
2014,8,reg,CAR,SEA,9,13,22,2014102601
2014,8,reg,JAC,MIA,13,27,40,2014102603
2014,8,reg,CIN,BAL,27,24,51,2014102602
2014,8,reg,TEN,HOU,16,30,46,2014102608
2014,8,reg,KC,STL,34,7,41,2014102604
2014,8,reg,ARI,PHI,24,20,44,2014102609
2014,8,reg,PIT,IND,51,34,85,2014102611
2014,8,reg,CLE,OAK,23,13,36,2014102610
2014,8,reg,NO,GB,44,23,67,2014102612
2014,8,reg,DAL,WAS,17,20,37,2014102700
2014,9,reg,CAR,NO,10,28,38,2014103000
2014,9,reg,CLE,TB,22,17,39,2014110201
2014,9,reg,DAL,ARI,17,28,45,2014110202
2014,9,reg,HOU,PHI,21,31,52,2014110203
2014,9,reg,KC,NYJ,24,10,34,2014110204
2014,9,reg,CIN,JAC,33,23,56,2014110200
2014,9,reg,MIA,SD,37,0,37,2014110205
2014,9,reg,MIN,WAS,29,26,55,2014110206
2014,9,reg,SF,STL,10,13,23,2014110207
2014,9,reg,NE,DEN,43,21,64,2014110208
2014,9,reg,SEA,OAK,30,24,54,2014110209
2014,9,reg,PIT,BAL,43,23,66,2014110210
2014,9,reg,NYG,IND,24,40,64,2014110300
2014,10,reg,CIN,CLE,3,24,27,2014110600
2014,10,reg,BUF,KC,13,17,30,2014110901
2014,10,reg,DET,MIA,20,16,36,2014110902
2014,10,reg,JAC,DAL,17,31,48,2014110903
2014,10,reg,NO,SF,24,27,51,2014110904
2014,10,reg,BAL,TEN,21,7,28,2014110900
2014,10,reg,NYJ,PIT,20,13,33,2014110905
2014,10,reg,TB,ATL,17,27,44,2014110906
2014,10,reg,OAK,DEN,17,41,58,2014110907
2014,10,reg,ARI,STL,31,14,45,2014110908
2014,10,reg,SEA,NYG,38,17,55,2014110909
2014,10,reg,GB,CHI,55,14,69,2014110910
2014,10,reg,PHI,CAR,45,21,66,2014111000
2014,11,reg,MIA,BUF,22,9,31,2014111300
2014,11,reg,CHI,MIN,21,13,34,2014111601
2014,11,reg,CLE,HOU,7,23,30,2014111602
2014,11,reg,CAR,ATL,17,19,36,2014111600
2014,11,reg,NO,CIN,10,27,37,2014111605
2014,11,reg,WAS,TB,7,27,34,2014111608
2014,11,reg,STL,DEN,22,7,29,2014111607
2014,11,reg,NYG,SF,10,16,26,2014111606
2014,11,reg,KC,SEA,24,20,44,2014111604
2014,11,reg,SD,OAK,13,6,19,2014111609
2014,11,reg,ARI,DET,14,6,20,2014111610
2014,11,reg,GB,PHI,53,20,73,2014111603
2014,11,reg,IND,NE,20,42,62,2014111611
2014,11,reg,TEN,PIT,24,27,51,2014111700
2014,12,reg,OAK,KC,24,20,44,2014112000
2014,12,reg,ATL,CLE,24,26,50,2014112300
2014,12,reg,PHI,TEN,43,24,67,2014112307
2014,12,reg,NE,DET,34,9,43,2014112306
2014,12,reg,MIN,GB,21,24,45,2014112305
2014,12,reg,IND,JAC,23,3,26,2014112304
2014,12,reg,HOU,CIN,13,22,35,2014112303
2014,12,reg,CHI,TB,21,13,34,2014112302
2014,12,reg,SEA,ARI,19,3,22,2014112309
2014,12,reg,SD,STL,27,24,51,2014112308
2014,12,reg,SF,WAS,17,13,30,2014112311
2014,12,reg,DEN,MIA,39,36,75,2014112310
2014,12,reg,NYG,DAL,28,31,59,2014112312
2014,12,reg,BUF,NYJ,38,3,41,2014112301
2014,12,reg,NO,BAL,27,34,61,2014112400
2014,13,reg,DET,CHI,34,17,51,2014112700
2014,13,reg,DAL,PHI,10,33,43,2014112701
2014,13,reg,SF,SEA,3,19,22,2014112702
2014,13,reg,IND,WAS,49,27,76,2014113003
2014,13,reg,HOU,TEN,45,21,66,2014113002
2014,13,reg,BUF,CLE,26,10,36,2014113001
2014,13,reg,BAL,SD,33,34,67,2014113000
2014,13,reg,JAC,NYG,25,24,49,2014113004
2014,13,reg,TB,CIN,13,14,27,2014113008
2014,13,reg,STL,OAK,52,0,52,2014113007
2014,13,reg,PIT,NO,32,35,67,2014113006
2014,13,reg,MIN,CAR,31,13,44,2014113005
2014,13,reg,ATL,ARI,29,18,47,2014113009
2014,13,reg,GB,NE,26,21,47,2014113010
2014,13,reg,KC,DEN,16,29,45,2014113011
2014,13,reg,NYJ,MIA,13,16,29,2014120100
2014,14,reg,CHI,DAL,28,41,69,2014120400
2014,14,reg,CIN,PIT,21,42,63,2014120700
2014,14,reg,WAS,STL,0,24,24,2014120708
2014,14,reg,TEN,NYG,7,36,43,2014120707
2014,14,reg,NO,CAR,10,41,51,2014120706
2014,14,reg,MIN,NYJ,30,24,54,2014120705
2014,14,reg,MIA,BAL,13,28,41,2014120704
2014,14,reg,CLE,IND,24,25,49,2014120701
2014,14,reg,DET,TB,34,17,51,2014120702
2014,14,reg,JAC,HOU,13,27,40,2014120703
2014,14,reg,DEN,BUF,24,17,41,2014120710
2014,14,reg,ARI,KC,17,14,31,2014120709
2014,14,reg,PHI,SEA,14,24,38,2014120712
2014,14,reg,OAK,SF,24,13,37,2014120711
2014,14,reg,SD,NE,14,23,37,2014120713
2014,14,reg,GB,ATL,43,37,80,2014120800
2014,15,reg,STL,ARI,6,12,18,2014121100
2014,15,reg,ATL,PIT,20,27,47,2014121400
2014,15,reg,NYG,WAS,24,13,37,2014121409
2014,15,reg,NE,MIA,41,13,54,2014121408
2014,15,reg,KC,OAK,31,13,44,2014121407
2014,15,reg,IND,HOU,17,10,27,2014121406
2014,15,reg,CLE,CIN,0,30,30,2014121404
2014,15,reg,BAL,JAC,20,12,32,2014121401
2014,15,reg,BUF,GB,21,13,34,2014121402
2014,15,reg,CAR,TB,19,17,36,2014121403
2014,15,reg,TEN,NYJ,11,16,27,2014121411
2014,15,reg,SD,DEN,10,22,32,2014121410
2014,15,reg,DET,MIN,16,14,30,2014121405
2014,15,reg,SEA,SF,17,7,24,2014121412
2014,15,reg,PHI,DAL,27,38,65,2014121413
2014,15,reg,CHI,NO,15,31,46,2014121500
2014,16,reg,JAC,TEN,21,13,34,2014121800
2014,16,reg,WAS,PHI,27,24,51,2014122000
2014,16,reg,SF,SD,35,38,73,2014122001
2014,16,reg,MIA,MIN,37,35,72,2014122103
2014,16,reg,HOU,BAL,25,13,38,2014122102
2014,16,reg,CHI,DET,14,20,34,2014122101
2014,16,reg,CAR,CLE,17,13,30,2014122100
2014,16,reg,NO,ATL,14,30,44,2014122104
2014,16,reg,TB,GB,3,20,23,2014122107
2014,16,reg,PIT,KC,20,12,32,2014122106
2014,16,reg,NYJ,NE,16,17,33,2014122105
2014,16,reg,STL,NYG,27,37,64,2014122108
2014,16,reg,OAK,BUF,26,24,50,2014122110
2014,16,reg,DAL,IND,42,7,49,2014122109
2014,16,reg,ARI,SEA,6,35,41,2014122111
2014,16,reg,CIN,DEN,37,28,65,2014122200
2014,17,reg,BAL,CLE,20,10,30,2014122801
2014,17,reg,WAS,DAL,17,44,61,2014122812
2014,17,reg,TEN,IND,10,27,37,2014122811
2014,17,reg,TB,NO,20,23,43,2014122810
2014,17,reg,NYG,PHI,26,34,60,2014122808
2014,17,reg,NE,BUF,9,17,26,2014122807
2014,17,reg,HOU,JAC,23,17,40,2014122803
2014,17,reg,KC,SD,19,7,26,2014122804
2014,17,reg,MIA,NYJ,24,37,61,2014122805
2014,17,reg,MIN,CHI,13,9,22,2014122806
2014,17,reg,DEN,OAK,47,14,61,2014122813
2014,17,reg,SF,ARI,20,17,37,2014122814
2014,17,reg,GB,DET,30,20,50,2014122802
2014,17,reg,SEA,STL,20,6,26,2014122815
2014,17,reg,ATL,CAR,3,34,37,2014122800
2014,17,reg,PIT,CIN,27,17,44,2014122809
2014,18,post,CAR,ARI,27,16,43,2015010300
2014,18,post,PIT,BAL,17,30,47,2015010301
2014,18,post,IND,CIN,26,10,36,2015010400
2014,18,post,DAL,DET,24,20,44,2015010401
2014,18,post,NE,BAL,35,31,66,2015011000
2014,18,post,SEA,CAR,31,17,48,2015011001
2014,18,post,GB,DAL,26,21,47,2015011100
2014,18,post,DEN,IND,13,24,37,2015011101
2014,18,post,SEA,GB,28,22,50,2015011800
2014,18,post,NE,IND,45,7,52,2015011801
2014,18,post,CRT,IRV,28,32,60,2015012500
2014,18,post,SEA,NE,24,28,52,2015020100
2015,1,reg,NE,PIT,28,21,49,2015091000
2015,1,reg,CHI,GB,23,31,54,2015091300
2015,1,reg,HOU,KC,20,27,47,2015091306
2015,1,reg,NYJ,CLE,31,10,41,2015091305
2015,1,reg,BUF,IND,27,14,41,2015091304
2015,1,reg,WAS,MIA,10,17,27,2015091303
2015,1,reg,JAC,CAR,9,20,29,2015091302
2015,1,reg,STL,SEA,34,31,65,2015091301
2015,1,reg,ARI,NO,31,19,50,2015091307
2015,1,reg,SD,DET,33,28,61,2015091308
2015,1,reg,TB,TEN,14,42,56,2015091311
2015,1,reg,OAK,CIN,13,33,46,2015091310
2015,1,reg,DEN,BAL,19,13,32,2015091309
2015,1,reg,DAL,NYG,27,26,53,2015091312
2015,1,reg,ATL,PHI,26,24,50,2015091400
2015,1,reg,SF,MIN,20,3,23,2015091401
2015,2,reg,KC,DEN,24,31,55,2015091700
2015,2,reg,CAR,HOU,24,17,41,2015092000
2015,2,reg,PIT,SF,43,18,61,2015092009
2015,2,reg,NO,TB,19,26,45,2015092008
2015,2,reg,MIN,DET,26,16,42,2015092007
2015,2,reg,CHI,ARI,23,48,71,2015092006
2015,2,reg,BUF,NE,32,40,72,2015092001
2015,2,reg,CIN,SD,24,19,43,2015092002
2015,2,reg,CLE,TEN,28,14,42,2015092003
2015,2,reg,NYG,ATL,20,24,44,2015092004
2015,2,reg,WAS,STL,24,10,34,2015092005
2015,2,reg,JAC,MIA,23,20,43,2015092011
2015,2,reg,OAK,BAL,37,33,70,2015092010
2015,2,reg,PHI,DAL,10,20,30,2015092012
2015,2,reg,GB,SEA,27,17,44,2015092013
2015,2,reg,IND,NYJ,7,20,27,2015092100
2015,3,reg,NYG,WAS,32,21,53,2015092400
2015,3,reg,DAL,ATL,28,39,67,2015092700
2015,3,reg,TEN,IND,33,35,68,2015092709
2015,3,reg,CLE,OAK,20,27,47,2015092708
2015,3,reg,BAL,CIN,24,28,52,2015092707
2015,3,reg,NE,JAC,51,17,68,2015092706
2015,3,reg,CAR,NO,27,22,49,2015092701
2015,3,reg,NYJ,PHI,17,24,41,2015092702
2015,3,reg,HOU,TB,19,9,28,2015092703
2015,3,reg,MIN,SD,31,14,45,2015092704
2015,3,reg,STL,PIT,6,12,18,2015092705
2015,3,reg,ARI,SF,47,7,54,2015092710
2015,3,reg,MIA,BUF,14,41,55,2015092712
2015,3,reg,SEA,CHI,26,0,26,2015092711
2015,3,reg,DET,DEN,12,24,36,2015092713
2015,3,reg,GB,KC,38,28,66,2015092800
2015,4,reg,PIT,BAL,20,23,43,2015100100
2015,4,reg,MIA,NYJ,14,27,41,2015100400
2015,4,reg,IND,JAC,16,13,29,2015100404
2015,4,reg,BUF,NYG,10,24,34,2015100407
2015,4,reg,TB,CAR,23,37,60,2015100406
2015,4,reg,WAS,PHI,23,20,43,2015100405
2015,4,reg,CHI,OAK,22,20,42,2015100401
2015,4,reg,ATL,HOU,48,21,69,2015100402
2015,4,reg,CIN,KC,36,21,57,2015100403
2015,4,reg,SD,CLE,30,27,57,2015100408
2015,4,reg,SF,GB,3,17,20,2015100409
2015,4,reg,ARI,STL,22,24,46,2015100410
2015,4,reg,DEN,MIN,23,20,43,2015100411
2015,4,reg,NO,DAL,26,20,46,2015100412
2015,4,reg,SEA,DET,13,10,23,2015100500
2015,5,reg,HOU,IND,20,27,47,2015100800
2015,5,reg,KC,CHI,17,18,35,2015101101
2015,5,reg,CIN,SEA,27,24,51,2015101102
2015,5,reg,ATL,WAS,25,19,44,2015101103
2015,5,reg,TB,JAC,38,31,69,2015101104
2015,5,reg,PHI,NO,39,17,56,2015101100
2015,5,reg,BAL,CLE,30,33,63,2015101105
2015,5,reg,GB,STL,24,10,34,2015101107
2015,5,reg,TEN,BUF,13,14,27,2015101106
2015,5,reg,DET,ARI,17,42,59,2015101108
2015,5,reg,DAL,NE,6,30,36,2015101109
2015,5,reg,OAK,DEN,10,16,26,2015101110
2015,5,reg,NYG,SF,30,27,57,2015101111
2015,5,reg,SD,PIT,20,24,44,2015101200
2015,6,reg,NO,ATL,31,21,52,2015101500
2015,6,reg,NYJ,WAS,34,20,54,2015101801
2015,6,reg,PIT,ARI,25,13,38,2015101802
2015,6,reg,MIN,KC,16,10,26,2015101803
2015,6,reg,BUF,CIN,21,34,55,2015101804
2015,6,reg,DET,CHI,37,34,71,2015101800
2015,6,reg,CLE,DEN,23,26,49,2015101805
2015,6,reg,JAC,HOU,20,31,51,2015101807
2015,6,reg,TEN,MIA,10,38,48,2015101806
2015,6,reg,SEA,CAR,23,27,50,2015101808
2015,6,reg,GB,SD,27,20,47,2015101809
2015,6,reg,SF,BAL,25,20,45,2015101810
2015,6,reg,IND,NE,27,34,61,2015101811
2015,6,reg,PHI,NYG,27,7,34,2015101900
2015,7,reg,SF,SEA,3,20,23,2015102200
2015,7,reg,JAC,BUF,34,31,65,2015102500
2015,7,reg,WAS,TB,31,30,61,2015102505
2015,7,reg,TEN,ATL,7,10,17,2015102508
2015,7,reg,IND,NO,21,27,48,2015102507
2015,7,reg,DET,MIN,19,28,47,2015102506
2015,7,reg,KC,PIT,23,13,36,2015102504
2015,7,reg,STL,CLE,24,6,30,2015102501
2015,7,reg,MIA,HOU,44,26,70,2015102502
2015,7,reg,NE,NYJ,30,23,53,2015102503
2015,7,reg,SD,OAK,29,37,66,2015102509
2015,7,reg,NYG,DAL,27,20,47,2015102510
2015,7,reg,CAR,PHI,27,16,43,2015102511
2015,7,reg,ARI,BAL,26,18,44,2015102600
2015,8,reg,NE,MIA,36,7,43,2015102900
2015,8,reg,KC,DET,45,10,55,2015110100
2015,8,reg,ATL,TB,20,23,43,2015110105
2015,8,reg,CLE,ARI,20,34,54,2015110108
2015,8,reg,STL,SF,27,6,33,2015110107
2015,8,reg,NO,NYG,52,49,101,2015110106
2015,8,reg,CHI,MIN,20,23,43,2015110104
2015,8,reg,BAL,SD,29,26,55,2015110101
2015,8,reg,PIT,CIN,10,16,26,2015110102
2015,8,reg,HOU,TEN,20,6,26,2015110103
2015,8,reg,OAK,NYJ,34,20,54,2015110109
2015,8,reg,DAL,SEA,12,13,25,2015110110
2015,8,reg,DEN,GB,29,10,39,2015110111
2015,8,reg,CAR,IND,29,26,55,2015110200
2015,9,reg,CIN,CLE,31,10,41,2015110500
2015,9,reg,CAR,GB,37,29,66,2015110801
2015,9,reg,NE,WAS,27,10,37,2015110802
2015,9,reg,NO,TEN,28,34,62,2015110803
2015,9,reg,BUF,MIA,33,17,50,2015110804
2015,9,reg,MIN,STL,21,18,39,2015110800
2015,9,reg,NYJ,JAC,28,23,51,2015110805
2015,9,reg,PIT,OAK,38,35,73,2015110806
2015,9,reg,TB,NYG,18,32,50,2015110807
2015,9,reg,SF,ATL,17,16,33,2015110808
2015,9,reg,IND,DEN,27,24,51,2015110809
2015,9,reg,DAL,PHI,27,33,60,2015110810
2015,9,reg,SD,CHI,19,22,41,2015110900
2015,10,reg,NYJ,BUF,17,22,39,2015111200
2015,10,reg,GB,DET,16,18,34,2015111501
2015,10,reg,TB,DAL,10,6,16,2015111502
2015,10,reg,TEN,CAR,10,27,37,2015111503
2015,10,reg,STL,CHI,13,37,50,2015111504
2015,10,reg,WAS,NO,47,14,61,2015111500
2015,10,reg,PHI,MIA,19,20,39,2015111505
2015,10,reg,PIT,CLE,30,9,39,2015111507
2015,10,reg,BAL,JAC,20,22,42,2015111506
2015,10,reg,OAK,MIN,14,30,44,2015111508
2015,10,reg,NYG,NE,26,27,53,2015111509
2015,10,reg,DEN,KC,13,29,42,2015111510
2015,10,reg,SEA,ARI,32,39,71,2015111511
2015,10,reg,CIN,HOU,6,10,16,2015111600
2015,11,reg,JAC,TEN,19,13,32,2015111900
2015,11,reg,DET,OAK,18,13,31,2015112201
2015,11,reg,ATL,IND,21,24,45,2015112202
2015,11,reg,BAL,STL,16,13,29,2015112208
2015,11,reg,PHI,TB,17,45,62,2015112204
2015,11,reg,CHI,DEN,15,17,32,2015112200
2015,11,reg,HOU,NYJ,24,17,41,2015112203
2015,11,reg,CAR,WAS,44,16,60,2015112206
2015,11,reg,MIA,DAL,14,24,38,2015112207
2015,11,reg,SD,KC,3,33,36,2015112211
2015,11,reg,MIN,GB,13,30,43,2015112205
2015,11,reg,SEA,SF,29,13,42,2015112210
2015,11,reg,ARI,CIN,34,31,65,2015112209
2015,11,reg,NE,BUF,20,13,33,2015112300
2015,12,reg,DET,PHI,45,14,59,2015112600
2015,12,reg,DAL,CAR,14,33,47,2015112601
2015,12,reg,GB,CHI,13,17,30,2015112602
2015,12,reg,HOU,NO,24,6,30,2015112903
2015,12,reg,CIN,STL,31,7,38,2015112902
2015,12,reg,ATL,MIN,10,20,30,2015112901
2015,12,reg,WAS,NYG,20,14,34,2015112900
2015,12,reg,IND,TB,25,12,37,2015112904
2015,12,reg,KC,BUF,30,22,52,2015112908
2015,12,reg,TEN,OAK,21,24,45,2015112907
2015,12,reg,JAC,SD,25,31,56,2015112906
2015,12,reg,NYJ,MIA,38,20,58,2015112905
2015,12,reg,SF,ARI,13,19,32,2015112909
2015,12,reg,SEA,PIT,39,30,69,2015112910
2015,12,reg,DEN,NE,30,24,54,2015112911
2015,12,reg,CLE,BAL,27,33,60,2015113000
2015,13,reg,DET,GB,23,27,50,2015120300
2015,13,reg,NYG,NYJ,20,23,43,2015120600
2015,13,reg,STL,ARI,3,27,30,2015120609
2015,13,reg,TB,ATL,23,19,42,2015120608
2015,13,reg,MIN,SEA,7,38,45,2015120606
2015,13,reg,CHI,SF,20,26,46,2015120605
2015,13,reg,TEN,JAC,42,39,81,2015120604
2015,13,reg,BUF,HOU,30,21,51,2015120601
2015,13,reg,MIA,BAL,15,13,28,2015120602
2015,13,reg,CLE,CIN,3,37,40,2015120603
2015,13,reg,OAK,KC,20,34,54,2015120610
2015,13,reg,SD,DEN,3,17,20,2015120611
2015,13,reg,NE,PHI,28,35,63,2015120612
2015,13,reg,NO,CAR,38,41,79,2015120607
